YEAR,MONTH,WAVE,SUB_REG,NEW_STA,FL_REG,NC_REG,MODE_FX,NEW_MODEN,AREA_X,SP_CODE,WGT_AB1C,WGT_AB1H,ALT_FLAG,CHTS_CL,CHTS_H,CHTS_RL,CHTS_VAR_CL,CHTS_VAR_H,CHTS_VAR_RL,CHTS_WAB1C,CHTS_WAB1H,AB1,B2,A,B1,NEW_SCI,NEW_COM,VAR_B2,VAR_AB1,NEW_ST,NEW_MODE,NEW_AREAN,DS,SA_LABEL,GOM_LABEL,ITIS_CODE,SPECIES_CODE,SPECIES,AVGWGT_SRYSMWA,NUMWGT_SRYSMWA,AVGWGT_SRYSMW,NUMWGT_SRYSMW,AVGWGT_SRYSM,NUMWGT_SRYSM,AVGWGT_SRYS,NUMWGT_SRYS,AVGWGT_SRY,NUMWGT_SRY,AVGWGT_SR,NUMWGT_SR,AVGWGT_S,NUMWGT_S,LBSEST_SECSOURCE,MIGRA_GRP,AREA,FIRSTMON,LASTMON,AGGR_AREA,SEASON,NEW_SEASN,AGG_MODEN,JURISDICTION,PS_REG,COUNCILREG,GFMC_FMP,SAFMC_FMU,lbsest_SECwwt,lbsest_SECgwt,LA_B2ratio,TX_B2ratio,Gulf,fed_closed,SID
1988,0,1,7,FLW,1,,5,Cbt,4,8835360107,50740.246038762998,0,0,46947.58435,0,0,0,0,0,44720.42132,0,53267.20792,0,53267.20792,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.100015202,14,2.100015202,14,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,173105.2775,155950.7004,,,Central,0,Central
1988,0,2,7,FLW,2,,5,Cbt,4,8835360107,0,4240.6161539548802,0,0,1963.100159,0,0,0,0,0,2778.162933,2996.496047,0,0,2996.496047,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,3.061805274,32,3.061805274,32,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,9174.687403,8265.484146,,,East,0,East
1988,0,2,7,FLW,1,,5,Cbt,4,8835360107,78403.248455179404,3674.34086446936,0,29121.98135,2624.907839,524.9815679,198305767.6,6890141.165,275605.6466,51364.4694,2407.177925,48458.77451,801.3372041,44452.08849,4006.68602,Lutjanus campechanus,red snapper,1669567.418,1243038406,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,3.061805274,32,3.061805274,32,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,148371.3314,133667.8661,,,Central,0,Central
1988,0,3,7,FLW,1,,5,Cbt,3,8835360107,49409.525894567298,0,0,11815.15692,0,0,0,0,0,30171.41739,0,19348.81925,0,19348.81925,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,5.629709977,5,3.540682953,76,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,For-Hire,State,7,7,Y,,68508.03448,61718.94998,,,Central,0,Central
1988,0,3,7,FLW,2,,5,Cbt,4,8835360107,0,4695.5156900939101,0,0,2535.608555,0,0,0,0,0,4749.264794,2506.912179,0,0,2506.912179,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,3.393568373,71,3.540682953,76,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,8507.377886,7664.304402,,,East,0,East
1988,0,3,7,FLW,1,,5,Cbt,4,8835360107,100326.077041066,85019.005441403904,0,43741.22546,63087.69061,57151.9879,376845892.8,3386228517,3120773533,101474.4997,85992.2096,105619.8956,56505.1787,43246.19059,62373.70498,Lutjanus campechanus,red snapper,7931392198,9563788816,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,3.393568373,71,3.540682953,76,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,358428.3372,322908.4119,,,Central,0,Central
1988,0,4,7,FLW,1,,5,Cbt,4,8835360107,0,0,0,111.0288868,0,128.4762833,12327.4137,0,16506.15536,0,0,233.8290754,270.5736444,233.8290754,0,Lutjanus campechanus,red snapper,190346.2524,142157.695,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,759.8867778,684.5826827,,,Central,0,Central
1988,0,5,7,FLW,1,,5,Cbt,5,8835360107,0,0,0,52.46591383,0,0,0,0,0,0,0,49.27768709,0,49.27768709,0,Lutjanus campechanus,red snapper,0,0,5,3,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,160.1403195,144.2705581,,,Central,0,Central
1988,0,5,7,FLW,1,,5,Cbt,3,8835360107,0,0,0,993.2766536,38.9519429,154.2139062,168487.6906,1517.253856,23781.92886,0,0,1465.692696,218.9730033,1410.38365,55.30904529,Lutjanus campechanus,red snapper,124667.8581,891187.2711,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,4763.139475,4291.116645,,,Central,0,Central
1988,0,5,7,FLW,3,,5,Cbt,3,8835360107,0,0,0,303.3569897,0,0,0,0,0,0,0,430.7457917,0,430.7457917,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,1399.817499,1261.096846,,,East,0,East
1988,0,5,7,FLW,1,,5,Cbt,4,8835360107,0,0,0,11782.60925,1585.848266,3119.631958,1994570.336,767756.7624,3304515.48,0,0,17712.70284,4133.394878,15611.5136,2101.189239,Lutjanus campechanus,red snapper,15083016.68,12608270.7,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,57561.91209,51857.57846,,,Central,0,Central
1988,0,6,7,FLW,1,,5,Cbt,3,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.249753164,122,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,For-Hire,State,7,7,Y,,0,0,,,Central,0,Central
1988,0,1,7,FLW,2,,7,Priv,3,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,3405.178034,0,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,,,,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,East,0,East
1988,0,2,7,FLW,2,,7,Priv,4,8835360107,18550.8644739511,0,0,0,0,0,0,0,0,0,0,5772.944542,0,5772.944542,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,7.084293902,1,7.084293902,1,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,20079.79889,18089.90891,,,East,0,East
1988,0,3,7,FLW,2,,7,Priv,5,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,2847.272368,0,0,Lutjanus campechanus,red snapper,0,0,5,4,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,,,3.361935755,31,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,East,0,East
1988,0,3,7,FLW,2,,7,Priv,3,8835360107,0,9973.8259635970498,0,0,0,0,0,0,0,0,0,3217.363214,6434.726428,0,3217.363214,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,6.83426,2,3.361935755,31,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,Private,State,7,7,Y,,10816.56843,9744.656239,,,East,0,East
1988,0,3,7,FLW,1,,7,Priv,4,8835360107,4132.3093519924996,134833.30950545901,0,0,0,0,0,0,0,0,0,97289.84032,0,3773.64394,93516.19638,Lutjanus campechanus,red snapper,0,1582265.398,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,3.122465117,29,3.361935755,31,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,303784.1327,273679.3988,,,Central,0,Central
1988,0,3,7,FLW,2,,7,Priv,4,8835360107,4495.2204876805399,6114.4720324464597,0,0,0,0,0,0,0,0,0,8391.911961,13741.14239,3238.983564,5152.928397,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,3.122465117,29,3.361935755,31,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,26203.45236,23606.71384,,,East,0,East
1988,0,4,7,FLW,2,,7,Priv,3,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,1518.595806,0,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,East,0,East
1988,0,4,7,FLW,1,,7,Priv,3,8835360107,0,0,0,0,0,0,0,0,0,0,0,10613.20377,4072.242313,8241.923773,2371.279994,Lutjanus campechanus,red snapper,2893272.809,10992716.31,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,State,7,7,Y,,36915.47626,33257.18582,,,Central,0,Central
1988,0,4,7,FLW,1,,7,Priv,4,8835360107,0,0,0,0,0,0,0,0,0,0,0,1529.308566,0,1529.308566,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,5319.331967,4792.190961,,,Central,0,Central
1988,0,4,7,FLW,2,,7,Priv,4,8835360107,0,0,0,0,0,0,0,0,0,0,0,24932.47152,0,24932.47152,0,Lutjanus campechanus,red snapper,0,290677982.5,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,86721.60461,78127.57172,,,East,0,East
1988,0,4,7,FLW,3,,7,Priv,4,8835360107,0,0,0,0,0,0,0,0,0,0,0,6789.889764,0,6789.889764,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,23616.99821,21276.57497,,,East,0,East
1988,0,5,7,FLW,2,,7,Priv,3,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,6051.074966,0,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,,,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,East,0,East
1988,0,5,7,FLW,2,,7,Priv,4,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,1689.18285,0,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,Federal,7,7,Y,,0,0,,,East,0,East
1988,0,5,7,FLW,1,,7,Priv,4,8835360107,0,0,0,0,0,0,0,0,0,0,0,25885.45647,2637.650837,0,25885.45647,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,90036.33351,81113.81398,,,Central,0,Central
1988,0,6,7,FLW,1,,7,Priv,4,8835360107,0,0,0,0,0,0,0,0,0,0,0,3515.012956,0,3515.012956,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,3.478259447,32,3.297234989,154,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,12226.12702,11014.52885,,,Central,0,Central
1988,0,3,7,LA,,,5,Cbt,2,8835360107,10053.5523657128,0,0,918.6382929,0,0,606336.9793,0,0,771.656166,0,11968.51472,0,11968.51472,0,Lutjanus campechanus,red snapper,0,245356867.5,2,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,1.851864,5,1.851864,5,1.851864,5,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,sry,,,,,,,,For-Hire,Federal,7,7,Y,,24953.53409,22480.66134,,,West,0,West
1988,0,4,7,LA,,,5,Cbt,2,8835360107,0,0,0,22.24524987,60.16328941,0,502.5986801,3676.291275,0,0,0,526.4536136,0,142.1101779,384.3434357,Lutjanus campechanus,red snapper,0,390330.4008,2,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,1.851864,5,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,sry,,,,,,,,For-Hire,Federal,7,7,Y,,1097.619755,988.8466261,,,West,0,West
1988,0,5,7,LA,,,5,Cbt,2,8835360107,0,0,0,268.1479596,0,173.2216695,73462.9267,0,32553.20917,0,0,1785.718647,1153.56151,1785.718647,0,Lutjanus campechanus,red snapper,3515794.254,7766726.919,2,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,1.851864,5,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,sry,,,,,,,,For-Hire,Federal,7,7,Y,,3723.101168,3354.145196,,,West,0,West
1988,0,4,7,LA,,,7,Priv,2,8835360107,0,0,0,0,0,0,0,0,0,0,0,134262.192,80065.39741,121880.9449,12381.24702,Lutjanus campechanus,red snapper,3124792218,6966299466,2,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,,0,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,sry,,,,,,,,Private,Federal,7,7,Y,,279927.4816,252186.9203,,,West,0,West
1988,0,5,7,LA,,,7,Priv,2,8835360107,0,0,0,0,0,0,0,0,0,0,0,26482.98715,10991.12988,26482.98715,0,Lutjanus campechanus,red snapper,106443870,406549796.5,2,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,,0,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,sry,,,,,,,,Private,Federal,7,7,Y,,55215.21576,49743.43762,,,West,0,West
1988,0,6,7,LA,,,7,Priv,5,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,25699.00478,0,0,Lutjanus campechanus,red snapper,631003604.1,0,2,4,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,,,,0,,0,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,West,0,West
1988,0,6,7,LA,,,7,Priv,2,8835360107,0,0,0,0,0,0,0,0,0,0,0,69122.02238,34236.63737,69122.02238,0,Lutjanus campechanus,red snapper,689285204.6,2031734769,2,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,,0,1.851864,5,2.084931562,666,4.684065526,187251,4.713642505,193583,sry,,,,,,,,Private,Federal,7,7,Y,,144114.6861,129833.0505,,,West,0,West
1988,0,2,7,MS,,,5,Cbt,5,8835360107,4.5554819715911004,0,0,2.586685666,0,0,6.566070032,0,0,0.531319218,0,22.17800434,0,22.17800434,0,Lutjanus campechanus,red snapper,0,1150.683434,3,3,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,0.452836757,1,0.452836757,1,1.320882208,15,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,29.29453134,26.39146967,,,Central,0,Central
1988,0,3,7,MS,,,5,Cbt,2,8835360107,717.87593809791201,0,0,465.8605782,0,0,205659.7646,0,0,292.2216354,0,1144.439901,0,1144.439901,0,Lutjanus campechanus,red snapper,0,2958803.539,3,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,1.382885455,14,1.382885455,14,1.320882208,15,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,1511.670304,1361.865139,,,Central,0,Central
1988,0,6,7,MS,,,5,Cbt,5,8835360107,0,0,0,1529.656431,0,0,2319495.956,0,0,0,0,278.1733061,0,278.1733061,0,Lutjanus campechanus,red snapper,0,182864.5265,3,3,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,1.320882208,15,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,367.4341708,331.0217755,,,Central,0,Central
1988,0,6,7,MS,,,5,Cbt,2,8835360107,0,0,0,575.4937352,246.6401722,369.9602583,291908.3287,53615.81548,120635.5848,0,0,45.78074694,20.60133612,32.04652286,13.73422408,Lutjanus campechanus,red snapper,910.979557,2536.19217,3,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,1.320882208,15,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,60.4709741,54.47835505,,,Central,0,Central
1988,0,1,7,MS,,,7,Priv,2,8835360107,2347.6304607991801,0,0,0,0,0,0,0,0,0,0,5053.400403,0,5053.400403,0,Lutjanus campechanus,red snapper,0,8479349.474,3,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,0.925932,5,0.925932,5,1.146392,6,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srys,,,,,,,,Private,Federal,7,7,Y,,6423.012715,5786.497941,,,Central,0,Central
1988,0,2,7,MS,,,7,Priv,2,8835360107,1576.3124932856299,0,0,0,0,0,0,0,0,0,0,1545.404405,0,1545.404405,0,Lutjanus campechanus,red snapper,0,1452531.002,3,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.248692,1,2.248692,1,1.146392,6,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srys,,,,,,,,Private,Federal,7,7,Y,,1964.252058,1769.596449,,,Central,0,Central
1988,0,5,7,MS,,,7,Priv,5,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,1233.490871,0,0,Lutjanus campechanus,red snapper,1162186.133,0,3,4,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,,,,0,1.146392,6,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,Central,0,Central
1988,0,5,7,MS,,,7,Priv,1,8835360107,0,0,0,0,0,0,0,0,0,0,0,1695.052374,0,1695.052374,0,Lutjanus campechanus,red snapper,0,3024350.242,3,4,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,1.146392,6,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srys,,,,,,,,Private,State,7,7,Y,,2154.458796,1940.95387,,,Central,0,Central
1988,0,5,7,MS,,,7,Priv,2,8835360107,0,0,0,0,0,0,0,0,0,0,0,6009.101657,1189.30137,6009.101657,0,Lutjanus campechanus,red snapper,1647085.324,42048582.67,3,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,0,,0,1.146392,6,1.271027863,21,2.084931562,666,4.684065526,187251,4.713642505,193583,srys,,,,,,,,Private,Federal,7,7,Y,,7637.735637,6880.842917,,,Central,0,Central
1989,0,2,7,AL,,,5,Cbt,2,8835360107,29745.901084248999,12026.056142602099,0,44177.65019,21568.90897,2776.396955,1692385436,425806925.9,7541123.333,55995.48387,22638.57568,34925.86384,1474.876606,23468.03567,11457.82818,Lutjanus campechanus,red snapper,5182470.852,1411970384,4,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.975261785,160,2.975261785,160,2.643376469,387,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,103913.588,93615.84504,,,Central,0,Central
1989,0,3,7,AL,,,5,Cbt,2,8835360107,37144.883728397799,562.11696015177904,0,22770.76802,400.4059486,0,190471266.1,164670.5028,0,23813.06759,360.3653537,36143.62407,0,35519.04967,624.5744002,Lutjanus campechanus,red snapper,0,1105726702,4,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.085890769,26,2.085890769,26,2.643376469,387,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,75391.65181,67920.40704,,,Central,0,Central
1989,0,4,7,AL,,,5,Cbt,2,8835360107,10974.645508082,0,0,8599.379151,0,0,55842328.44,0,0,8578.648838,0,11001.16575,0,11001.16575,0,Lutjanus campechanus,red snapper,0,217871024.1,4,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.491965771,36,2.491965771,36,2.643376469,387,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,27414.52849,24697.77341,,,Central,0,Central
1989,0,5,7,AL,,,5,Cbt,2,8835360107,22758.4286417904,914.94809677712499,0,63112.92699,3929.719685,0,3077198902,16101897.2,0,66303.22018,2665.562112,23012.23509,0,21663.3678,1348.867292,Lutjanus campechanus,red snapper,0,868615490,4,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.044504048,84,2.044504048,84,2.643376469,387,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,47048.60779,42386.13315,,,Central,0,Central
1989,0,6,7,AL,,,5,Cbt,2,8835360107,824.305557394468,1114.4837513289101,0,5463.78348,4403.107796,0,32533316.35,20416858.64,0,5173.043262,6994.096556,1572.253102,0,870.6339497,701.6191519,Lutjanus campechanus,red snapper,0,3149026.64,4,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.855093086,81,2.855093086,81,2.643376469,387,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,4488.92896,4044.080145,,,Central,0,Central
1989,0,2,7,AL,,,7,Priv,2,8835360107,25922.136627566899,17199.474668796502,0,0,0,0,0,0,0,0,0,43595.15343,15925.43951,19706.99417,23888.15926,Lutjanus campechanus,red snapper,160087181.2,348720067.9,4,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.134981053,19,2.134981053,19,1.9929584,25,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,93074.82657,83851.1951,,,Central,0,Central
1989,0,3,7,AL,,,7,Priv,2,8835360107,0,3907.7796763519,0,0,0,0,0,0,0,0,0,8683.954836,0,0,8683.954836,Lutjanus campechanus,red snapper,0,48291092.17,4,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,0.99207,2,0.99207,2,1.9929584,25,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,17306.76074,15591.67634,,,Central,0,Central
1989,0,4,7,AL,,,7,Priv,2,8835360107,6680.2053319077304,0,0,0,0,0,0,0,0,0,0,15415.85846,0,15415.85846,0,Lutjanus campechanus,red snapper,0,174058693.3,4,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,0.955326667,3,0.955326667,3,1.9929584,25,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,30723.16461,27678.52667,,,Central,0,Central
1989,0,6,7,AL,,,7,Priv,2,8835360107,0,1975.9207135127899,0,0,0,0,0,0,0,0,0,987.9603568,0,0,987.9603568,Lutjanus campechanus,red snapper,0,1076172.024,4,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,4.4092,1,4.4092,1,1.9929584,25,2.603909353,412,2.556912862,985,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,Federal,7,7,Y,,1968.963892,1773.841344,,,Central,0,Central
1989,0,2,7,FLW,1,,5,Cbt,3,8835360107,11683.009149398,0,0,2266.761428,0,0,0,0,0,4732.197828,0,5596.256848,0,5596.256848,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,4.602426706,5,4.674888138,14,4.273707882,98,3.536585716,145,2.556912862,985,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,23916.767,21546.63694,,,Central,0,Central
1989,0,2,7,FLW,1,,5,Cbt,4,8835360107,30991.390522678601,0,0,7783.838573,0,0,0,0,0,19413.21111,0,12426.17616,0,12426.17616,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,4.71514449,9,4.674888138,14,4.273707882,98,3.536585716,145,2.556912862,985,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,53105.84698,47843.10539,,,Central,0,Central
1989,0,3,7,FLW,1,,5,Cbt,4,8835360107,53160.039795959303,0,0,42009.84297,0,2262.819492,0,0,0,51545.14413,0,43326.00018,2333.713025,43326.00018,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.471613447,16,2.471613447,16,4.273707882,98,3.536585716,145,2.556912862,985,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,107085.1246,96473.08527,,,Central,0,Central
1989,0,4,7,FLW,1,,5,Cbt,3,8835360107,6168.5507852766596,0,0,1433.713318,0,0,0,0,0,3112.001261,0,2841.879766,0,2841.879766,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,4.785278824,2,4.689313882,3,4.273707882,98,3.536585716,145,2.556912862,985,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,12145.36395,10941.76933,,,Central,0,Central
